jaguar gorilla horse jaguar jaguar elephant,pYWOgXHFMkLHGpul,"b'\xee\xb4o,\xd7cj\xbf[I\xcc\x91&\xc3\xcb3\\\xfcR\t\xfb\xa8\xb9\xf3\xb7\xadi[\xf0P\xbdPi\xae\xcb<hY4*Z\xde\xb1\xb7g$\xaf\xf7'",AES
jaguar gorilla horse jaguar jaguar elephant,pYWOgXHFMkLHGpul,b'q\xc2\xea\x12?f\xb0\xd6\x06\xbe\xf7\xcf\xfaj\x80?\x101\xf5x~l\x82\xdfE\xe0x\xbe\xde\xbeo\xec\x9a\x7f\x97\xcb\xd4\xd5/\xc4\x1d\x00\xeb_HD\xa2t',DES
jaguar gorilla horse jaguar jaguar elephant,pYWOgXHFMkLHGpul,"b""RO\xff\xd7\x92R\xb7\xf17\x7fS0V\x84\xe5\xc5_-\xa5\xd7J\x0f\x18\x1f\\D\xcd\xed \x18b?WK\xcf,r'\xaf\x86\xe3\x1e.""",ARC4
banana horse fox fox jaguar elephant elephant cat,ciuzVqjMyHaKNWyp,"b""8/n'\x00\xb6\xcfA\n\xdf\x9cj\xf3\xc6P\x0e\xd8\xa6\x99\xedv\xb2\x15\xeb\x81\xe1\xb1Ie\xa8\x93\x0b&\xc0\xe0L\x04\xdc9'\x16\x81\xbe\x9e_\xaa\xb4Zpe,\xfbo\xfff\xd0\xa8\xabV\xa2\xfa\x02\xbb\xdc""",AES
banana horse fox fox jaguar elephant elephant cat,ciuzVqjMyHaKNWyp,"b'\'\xe1\x9cGU\x06:\xba\\\xdd""\xe7}\xd1?\xd6\xcb\xd3\x81(\x08(5\xe4}S\r\xe0\xc4\xef$\x11iR\xddyu\xc2\x08R\x06=SF;\xe1W\xbf%\xd6\x8f\xa4>:Zq'",DES
banana horse fox fox jaguar elephant elephant cat,ciuzVqjMyHaKNWyp,b'\xe5]\xe25\xfd\xe0P\xdf\xf2\x0e\xa6\xb6\xe6Y\xd5@\x0e\xfeyi}\xb1Y\xa9M\x0b}\xb4\xcf\xd6\xb9\x0b\xd9\t\x86/x|*}\x82\xb5\xed\x8b\xac|\xfeKy',ARC4
gorilla apple horse gorilla elephant horse apple,pvxnPgXuKCRTpCdD,b'\x16 \xff+\x14{\xbb\xf2\xc8\xc3\xc4\\\x12\x9b\x91\xc3\xd1\x80\x913@\x8bgB \x17\x9fv\x85\xe5\xa6\xe3\x01\x9f\x93\xd3\xbb4\x9e\xd3\xf2\x8d\xfc\xe9!\x9b\xbb\xb4\xd7\xfa[`\xee\x8e\xeb\xe8:l\xed\xf3\xf9\xa3\xa5\xb9',AES
gorilla apple horse gorilla elephant horse apple,pvxnPgXuKCRTpCdD,"b""=J9\xfb\x13\xa0B\x08\xb5>8\t\xc6_C\xbf\x8c\t\xe7\xd9%vms4\xff\x9c\xba\xa7^w\xa8^H\xe8\x05\x8c-\xa4\xa7\xc4\xae\xea\x12\t\xe8GH')\xac\\\xfa\xb2\xe8\x8f""",DES
gorilla apple horse gorilla elephant horse apple,pvxnPgXuKCRTpCdD,b'A\x82\x0c1\x02*\xd1\xb2\x8f\xb7\xe6C\xda\xb1\xdb=\xe5\xa5\xbf\xa5\xff<\x00\xf3\x17\xba\xdcI\xb8P\xee\x02Al\x18\x1f\xe3\x04\xdde\x99r\xd6go!z\x92',ARC4
jaguar gorilla iguana fox dog,ljzopqcKmcJkkgxz,b'\xa6\x87UV\xfb\xb4\x0c\xe3\xd5\xb67\x8d\x885\x14l[v@\x9f\x84\xc7+\xb4\xda{E\x1d\xfa\xf2\xc9\x9d',AES
jaguar gorilla iguana fox dog,ljzopqcKmcJkkgxz,b'}\x9eB\xb3\x0014\x04\xd0\xad\x83\x181\xb0&\xd6<\x9a\x9c\x05<\x86\xae\xa2x\x99\xea\x0b\xf0B\xb6Y',DES
jaguar gorilla iguana fox dog,ljzopqcKmcJkkgxz,b'O~\x9avl\x1f\xc8]\xa4m\xa2E;\xbc\xf1Zf2\xb9\x95\xce\xb4\xedB-g\xda\\)',ARC4
cat gorilla elephant apple elephant,RKOjCgILPcTsShYN,b'}\x93\xf5\x15w\xd8h\nLd\xd5y\xcc\x1d\xb50\x82+\r\x9a[0 \xccL\x04\xaa\xe1\xf6\x17\x15\xa4?\xc6I\xd8?v\x8eu\tp\x97h\x98\x7f\xf9t',AES
cat gorilla elephant apple elephant,RKOjCgILPcTsShYN,"b';d,\xbdS\x07.\xbc\x07<\xb3Wy\xce\x9c\xf0\xb1\xbdbv\xb4\xb8f\xf7\xe82\xc8\xb55\xb1n\xe3(v\xeaa$fR\xc0'",DES
cat gorilla elephant apple elephant,RKOjCgILPcTsShYN,b'\x18\x17\xe6\x99!aH\xbb5o2\xa2\xd5\x83\xac\xeb\x99(\xecg\xcdI[\x01;\x80\xfcT\x02\xc4\xec*\xa9\x03q',ARC4
iguana apple elephant fox banana apple jaguar,hdsnWLKJQNdCgonp,b'\xaeZ_\x97k\x13t\xe2g\x1eMT\xf5\x1f\xac\xcd\ry\x13\xd2\xaf\xd7@U%\xd4G\xd0Bg\x83\xce\xaf\xe85}\x9c\x9d\xbc\x0cd^\x85%Y\xceQ\x03',AES
iguana apple elephant fox banana apple jaguar,hdsnWLKJQNdCgonp,"b""@n\x98\xba'mM\x1eoN)'\xaf\xa1\xa2\x84\xc4\xd9\xabe\xb9,\x10\xf5\x97\xeb\xee\xb0p\xe6\x9a\xc5m\xa3\x99\x07\xc3\x02\x98WJ\xb1|\xb8\x86\xc8\x9a\x13""",DES
iguana apple elephant fox banana apple jaguar,hdsnWLKJQNdCgonp,"b'\x9c\x179""\x85\xb2\xb5\xa4\'G\xa8(\xa3[\xcf\x9dy#\xd9\x9c\xa8\x17#\x8a\xb5Z\xc8\xef\x17\xa4]\x87\xd5)\x10\xa8\xe1\x865\\\xa7r\xa6\xbbf'",ARC4
horse iguana gorilla jaguar elephant gorilla,egtXlimXryxIDzVE,b'O%\xae\x82X\xeb\xa3\x0c3\xe5\xcbp\x86c`q\x8c\x82\xdf\xff~\x10\x98\xbdc\xf6\x88\x8c\xb7\xc0L^\xba)ZI\xafY6%\x05\x99\x907\xd4\xc6\xb5\x8c',AES
horse iguana gorilla jaguar elephant gorilla,egtXlimXryxIDzVE,"b'Q\xeb\x87\x1b\xfb\xdcH\xbb\x1c\xda\xcd,\x1e\xa6\x1d\x93^1\x15\xb0\xcc\x06c\xdc\x8d\x9f+\xef\xd8#\x9e<\xdft\xd9\\7\x98\xa0\xea\xbd\xb2U\xc7/\xa7\xfc\xd5'",DES
horse iguana gorilla jaguar elephant gorilla,egtXlimXryxIDzVE,"b'\xf7\xbd\xfcZ\xf3P\xec\x9ez\xa0\xc8\xbd\x88M\xb2\xa8\xbeU\xe8\xbbf\xd0W\x02,\x0c\xc2\xeb\xc8f\xab\x04\xcc\xd6\x119\xe1\xb2\x9b\x9c2\xdb\xf0\xde'",ARC4
cat fox fox,OIaAIZUtaIQexYEx,b'b/\x8c\xd4\x81\x0f\xb8\x99\xfd\xca}\xc4.y2\xf8',AES
cat fox fox,OIaAIZUtaIQexYEx,b'\xe9-\x9a\xa0\r\x8aJxO\xb9\xe1\x1b\x04\r\x9e\x9d',DES
cat fox fox,OIaAIZUtaIQexYEx,b'\xed\xa5q\x1cX/\xbc\xecRx\xaf',ARC4
horse banana elephant elephant apple gorilla,CicaGEUdaAETgMis,b'V\xc9y\xaf\xd5\x7fH4\x8c\r \xbb\xd7he\x85)yA7z\x01\xe6Z\xf3P\xccB\x06iM>\x8a(\x00\x89\xbb\x9f\xce\x08\xf2p\xe9\x02D\xd3\x85\xca',AES
horse banana elephant elephant apple gorilla,CicaGEUdaAETgMis,"b'\x91\x12\xf4\xd0\x04o\xfc\x05\xa6\x9b\xfc>\xda\xa3\xb8SZ.\xdf\xde\xe1\x0c\xf6\xc7\xcb\x8e\xeb\x7f\x03C\xd3\xf8)\xeft\xc1yx\x95\xaf\x17\xb8,R\x97%%\x04'",DES
horse banana elephant elephant apple gorilla,CicaGEUdaAETgMis,b'\x97%9c\xf8\x99\x11\xf5^\xb2<\xe1Y\x99\x9c\nnD\xb5\xe9\x9f\x10\x87\xa8\xac);\xb8t\xf8\xad+\xa6\xd9y\xde~j\xe6252\xec\xc5',ARC4
jaguar horse jaguar fox dog,zIExBJvMnQMebVuN,b'j}\xfe\xb1G\x97\xa4\xf9\xc33i\xbe:`\xd4\xec\xc2\xf7{G\xa8k\xc3n\xf3\xed|6\\\xb6WZ',AES
jaguar horse jaguar fox dog,zIExBJvMnQMebVuN,b'D\xa9\xc4#d\x8d\xeb\r\xf8\xb45\x07%\xce\xe3\xfbrS\x0c6v\x12K&|\x93\xc0.\x04\xa5\xe8\xaa',DES
jaguar horse jaguar fox dog,zIExBJvMnQMebVuN,b'90\xc8^\xc1c3\xe1\xb9h\xef\x02l=&\xa0uk\xfc\xde=\x02t\x1e\xfa\xf2\xd7',ARC4
gorilla jaguar horse,nNctMHAHFNmHSexA,"b""\xde^p\x15^\xd3\x85\x1d\x80\xad'%z\x91\xfc?C\x8e\xc7\xb0\x8c\xd7\x84\xf5\xb4\x84\x0cK7\xa4\x0e\x10""",AES
gorilla jaguar horse,nNctMHAHFNmHSexA,b'\xc7\x9c\x15\xc8\xdb`\xff\x94\xb0\x1a$7\x18o;D\x93\xb5\xe1\xcd\x9an5U',DES
gorilla jaguar horse,nNctMHAHFNmHSexA,"b""G$\xe5\n\xc6\n\x9a\x87J\x93\xa6\x05b\xfc\xf7\x1fk')\xe0""",ARC4
gorilla cat dog apple,kEofXaupzqpYJXYv,"b'S\x06/I\xd6\xdd\xce4\xedH\xa7\xa5\xfd,\x8b\x1d\xb9\xf7\xb8GN\xcer:EL\xf9/U\xc4\xc8\xe8'",AES
gorilla cat dog apple,kEofXaupzqpYJXYv,b'+\x17\xca>\x1f$\rr\x93u\xbc\xd0vn\xc1\xf8\t$\x0c\xb7\xfc\xd4\xc2x',DES
gorilla cat dog apple,kEofXaupzqpYJXYv,b'\xf9yn\xbeA\x84\xdd$V\x86\x8e\x95\xa5\xa5\xff\xa9\x8f\x84\x87\x02/',ARC4
fox cat iguana elephant jaguar elephant dog fox,AElzVOxcESlLXDHU,"b"",2\xd3\r\x19\xce\xde'\xc2\xe7\x8e\xc1Y\xba\xb6\xb8\x07\x85X\xc7\xcbW\x93\xa7\xd5\xbe~\x18\x10U\xcd\x11km\x8b\x0b\x8bX5\xccS\x96V\x80\x1c\x9f\x86\x90""",AES
fox cat iguana elephant jaguar elephant dog fox,AElzVOxcESlLXDHU,b'\xc0\x8dN\x9cF\x83Q2\xc7\xd5jSSm\x06\x1d|u\xfb\xb5\x13/\xa5\xdc\x81@\x03Z2#\xfe\xb8|u\xfb\xb5\x13/\xa5\xdc\xe9\x85\x83\xd1f\xdf\xcaN',DES
fox cat iguana elephant jaguar elephant dog fox,AElzVOxcESlLXDHU,b'A\x80c:\xf92Sg\x04I\xd9i`\x15\xb8\xb6\xd4\x81\xc5f\t\x11\xa6w#\x15\x05=\xd5!;Pd\xf7\xb7\xf96\xa9\xa7\xdb\xb9\xb3\xeaB\xbd\xa8\xef',ARC4
iguana banana banana jaguar dog banana horse,wcLrnPUQYtwOiejW,"b'\xe2v\x07_\xf9\x12\xe3\x877\xcbvnN\xe0\x9b\xc3\xdf\xacs\xe6\xb5\xff\x80\xbb\x9e\x8b\xcfjp;v\r\xd2Z\x1a\xde\xad\xbaq_\x9cj]""\xceq\xcd\xfe'",AES
iguana banana banana jaguar dog banana horse,wcLrnPUQYtwOiejW,"b'\xd2D""\x83\xd4\xfbR$k\xf4_hUc\x1f\x81\xa2\xc3\xd8\xf0\xda\x87\xeb<k\xb5.i\xd7P\x13\t\xe2o\xc8\xf4b/\xef\x90w\xb9\xa6\xa2)\xe8z\xa2'",DES
iguana banana banana jaguar dog banana horse,wcLrnPUQYtwOiejW,"b']\x1d\xfa\xaci\xaf\xf9I\xc7s\x9b\xbdt\xff\xe0\xc2\xb9\xa7\xda\xd9\x11\x95\xf6 \xad\xa56\x86\xe75RJ\x8fN\x7f\xc9mj""V\xe3\xe5\xfd\xf3'",ARC4
horse iguana jaguar dog,sXVkyyiIHskemiCV,b'@y\x9f\xc7a\xdc\xb0\xd7&h_\xaa\x9a\xff(\xb5\x1cq\x1b\x95^.`\x0f\xae\xe5\xe2\x8d+N\xac\x80',AES
horse iguana jaguar dog,sXVkyyiIHskemiCV,b'\xbc=\xab\x9b\xc9\xdc{2\xfc\xa5\xebn\xde\xe0{\r\xf8s\x05\xfb \xfe\x13\xc6',DES
horse iguana jaguar dog,sXVkyyiIHskemiCV,b'?\xe0D\xe2\x19\x8cO\xd9s\xee\xd0N\x0c\xeb\xf8\x1d\x11\xf0\t}\x90\xa8o',ARC4
jaguar banana cat elephant,wgoCfXdSfljHECng,b'\x04CcPd\x9c7\x97\xb4\xaci?\x93\x9c\xca\xcd>\xe1(+.\xd2\x88\x15rP\xae\xe1s\x06\xfa\t',AES
jaguar banana cat elephant,wgoCfXdSfljHECng,b'x\xab\x1d\xd8\xec\x19a\xccAL14 )r]\xcf\x1b\xd3V\x13L\xc7\xc8Y?\xd4\xfb\xd1g\xc4\xb3',DES
jaguar banana cat elephant,wgoCfXdSfljHECng,"b""\xe4\xab\xaa\x95\x16\xac\xf9\x87\x16\xf8\xb5\xb5\x06,\x02\xd4\x00:\xc7\x15\x82g'|\x18\x10""",ARC4
banana banana dog iguana fox iguana cat elephant,ytkAKYlaVpLVzGhJ,b'\x97U\xa4\n\x89\xad\xc7\x90\x0c\x83/3\xc7\xd5\x97\xb3\xc5\x11>\xbc\x0e\xf3\xf6E\xe3\xdf~=\xce\x8df(\x82u\xe0\xf6\x0c\x83\xce\x92\xc3\x80\xa8F\xb7\xbb\x9b\xe7.\xc0FJ\x99Z\xf4\xad\x1d\xadS\xe7Z\xdd\xbb\x12',AES
banana banana dog iguana fox iguana cat elephant,ytkAKYlaVpLVzGhJ,"b'p\xed\xae\xbb\xe4\x80\x11\xb8T@\xd8\x01\xb07\xb3a\x9d\xed\x19WF4\xf7\xd0V\xe8\x83\x06\x17\x0c\xe1\xa9\x1fp\xb9v\xbf\xbf\xa4z\xf6\x17\x11""J\xaa""^\xb4x\xe4x\xf2\x1f\xc5\xce'",DES
banana banana dog iguana fox iguana cat elephant,ytkAKYlaVpLVzGhJ,b'\xa90`\xd1\xbb\xca\xbd\xe8\xef1d\x00t\x829c\xc5\xff\xe8A\x12\xdc\xb0\xbf\x1b\x81\xa3\xa8\t\x85.\xbcp\xeb\xd6J\xfa\x89U\x1e\r\x92%%\xf4\x87\xd7\xb5',ARC4
cat apple horse dog,nSHWbkRxWmVvZqVE,"b""*S\xaaQ\xfa9\xe1o\x11\xd1`~\x17\xc2E\x97\xb7\xba\xa1\xd2-'\r\xeb?mTJ\x8e\x93P\xe7""",AES
cat apple horse dog,nSHWbkRxWmVvZqVE,"b'\xecI*F`\xeeR\xd7\xd3\xd8\x93o\xa2\x040\x16,Q\xcf\xe1Hw\xff\xec'",DES
cat apple horse dog,nSHWbkRxWmVvZqVE,b'\xf2\x95\xd9\xa8oY`\xce\xaa\xcbX\x89U\x13\xd8\xaf\n&u',ARC4
banana apple jaguar gorilla cat jaguar dog fox,YAduiLbXjTHRERAO,"b'\x05\xe1\xca\x8e\xd4\xfa\x82K[\x16X\x14\x98\x9bP\xe8e\x8b\x18\xafC\xb4\x97\xdc\x0eS\x01\x88\x9c@:\xdcbZ\x91\xf5\xce?\xa7\xd1g\x98\x87Q,\\:\xa3'",AES
banana apple jaguar gorilla cat jaguar dog fox,YAduiLbXjTHRERAO,b'\x85\xa4S\x88\\X\xe5\xf1\x0f\xe6\x0f8\x02\x84\x87$ s\x90\xd4\x16z\xa6\xc5`\x86\xd4\xe2\xe8\x0b\x95M\x05{I\xcf{\xe8\x0c\xf5\xfb\x9a$Z\xa2\r\xcb~',DES
banana apple jaguar gorilla cat jaguar dog fox,YAduiLbXjTHRERAO,"b'\xa5\x03\xe4\xc0\xe5l]V1\x0c\xf6,\xb0n\xb4""\xbc# uK1\xff\x1c\xf5\xe7K!\x95\xb8?I\xdf&^R\xa3?\xed\xeb\xaf\xb8|$\x18#'",ARC4
horse apple apple gorilla,WlIchjmcrQFTEuWW,"b'0A""\t\xc9\xa9\x7f&$\xf0C\xe1\xe8;_\t?\xdd\xf1\xc9\x8c\r+\x82\x92Z\xcbm\x84\xc7\xec\xdb'",AES
horse apple apple gorilla,WlIchjmcrQFTEuWW,b'\xdc\xd3\xb7\xff\xe4\xe5z\xfcl\xebC\xa8\x15*\x9fUW\xbd\xf8\x13\xc3\x92~\xcb\xab\xd1\xde\xd5\xfe\xc8\x9a\xd9',DES
horse apple apple gorilla,WlIchjmcrQFTEuWW,b'\x949Y\x95\xba\x19-b\xafY\x9a2\xa4\x94<I\xf5g\x9d\x98<\xaa\x0cy\xb6',ARC4
banana gorilla elephant banana jaguar,vxQcerVFuvnfQEXk,b'\xd5\x94\xcd~\x88\xeal\xf4\xfc\xc3\xf5L\x18s)\xf1\xdd\xe4\xb0\x01\xd7\xeemc\x10aS\xea\xed2U\xe9H\xe3\x95\x80\xf6\xb36\x86\x1f\x9a\xa1\xa4@\xba\xae\xb3',AES
banana gorilla elephant banana jaguar,vxQcerVFuvnfQEXk,b'\t\xaa\x17\xa7E\x85M\x00\xa7\x9e] \x1c\xc0\xe3$\x86\xd5)\x14\xea\x0e\xf6\xa1\xa6\xc6\xbd\x1aj\x9b;-\x99\x06\x86\x19Ob+!',DES
banana gorilla elephant banana jaguar,vxQcerVFuvnfQEXk,b'\x85\xc0\x15\xe9\x85/\xfd\xfc\x98\xde\xc3\xc2\x16\x81\xcd\xb9\xcf\xf2\xa0\x82\x16\xb8\xe8P$\xb2\xed7\xdfP\xc0\xbf\xae\x9dXb\xf9',ARC4
gorilla horse jaguar apple apple,mbFXUdMWLwwAFHIs,"b""/\xc4\x1a\xd7\x1a\x9f\x1f\x0f\xd15}\xc0'&J\xe3p\xdc\x9e\x96N:\x1a\x10\xc5\xe0\xbf\xceUxT\xe0\x8b\xba\x8dDE\x97\xbf?\x87\xfd\xf1\xfc\x8d3p\x94""",AES
gorilla horse jaguar apple apple,mbFXUdMWLwwAFHIs,b'`\xf8\x05\xfc\xf9E\xb2hz\x9b\x14\xa6\x86|@\xf1c\x1d\x10A.9\x88\xac\xf3dD`\x97\x01\x19iv\x12\xd3>\xf8\xf3s\xd5',DES
gorilla horse jaguar apple apple,mbFXUdMWLwwAFHIs,b'\xfdQ\xce\xe7\xd6H\xfb\xa3\xbe\xd9O-\xae\xcc\xe3\xc3\xa0:\x01\xc8\x9e[i\x89\x87\xf1\x01\xf4 \x13\x7f\xc2',ARC4
elephant gorilla jaguar apple elephant elephant gorilla banana,rFhpHnrJgriknliG,b'\xa8]?@\xa2\x00\x8c\x97z\xf1\xc5\xcd\x15\xce1~\x81^\xdb\xe7\xab(<\xe2\x0e\xa4\xbco\xc8\xd3G\xe4$\xba\xc2\xe8\xc2\xff\xd4VOS\xf0y\xf5F\xf8\x08+\xcd\xf5D@\xb6\x8b\xbc\xc9\x1e|_\xce\x98\xa3\xfb',AES
elephant gorilla jaguar apple elephant elephant gorilla banana,rFhpHnrJgriknliG,"b'\xa4\xfc\x87w\x14<\xf6h\x95\xc7%\xc2c\xb8\xfb\x18,W\xd7D0\x89w\x91E\xa6\xd3\xdb\x1b\x00\xd7&\x9e=Y\x95\xae\xcf\xa5FGTu\x170#\x00\xb9MI[\xf5\x846\x85\xf1\xfb7\xb2\xd9S\xc8\x19;'",DES
elephant gorilla jaguar apple elephant elephant gorilla banana,rFhpHnrJgriknliG,b'\x18j\xdb\xde\xddy\x10AH\xf5U\xe3\xe0\x8d\xca\xda\xeew\xd3P\x1f\xa6\xb3&r\xd8\x8d[\x1bQ\xdek\x80\xd0y\r\x00 \xb6\xbd\xc1O\xf1\xac\xbb\xb8\xbe\xb2\xdc\xa3\x87P/\r\xdeu^\x97\xdc&\x84\xea',ARC4
apple banana gorilla apple jaguar jaguar apple,kXnTNxOQfJlRJbiR,b'\\\x10\x8a\xaf\xf6\x85\xbf]A\x1e\xb9\xa9^\xbb\x19\xbf \x1en=sU\xc3=\x87\x0f[L\xc9\xce9\x7f\xe8`\xcb\x84y\xb7:\xef#%\x13\xa06\xda\xb4&',AES
apple banana gorilla apple jaguar jaguar apple,kXnTNxOQfJlRJbiR,b'\xa3\xa6]\x07\r6\r5\xf2\xe8?c\xbe\xb7\x80\x01y\xa1\xb2$\x9a\xc2\xc8\xf3\x08\xeb \xff\x18\x17\x05\xe3{\xad&\xa5\x88\xd9\xca\xa1\xdeT\xeb\xc2\x99\xf2\x05\x8d',DES
apple banana gorilla apple jaguar jaguar apple,kXnTNxOQfJlRJbiR,b'\xfa\xd1\xcfp\xca\x95__Y\xa7%%\xf7F1T\x1a\x0c%?\x12\xe2%\xebUO|z\xf7\x0bR\x85\x11\xe0\t\xd5\x0f\xc4\x80\x85\xa2\xe5\x12\xff\x19\xfe',ARC4
cat banana gorilla cat apple dog,ZFxSZxujfwGAAHOR,b'\xc9\xe8\xc9E#\xc3j!th\x9b\x87\xf7X\x88\xf5\x80\xb3mk1OZ\xbfl\xc7\xb2\xbb\xc9\x9aP \xf1\x8cj\xfc\x0f\xac[\xb0\xc5\xfa\x99\xa0\x0bL\xe4\xbf',AES
cat banana gorilla cat apple dog,ZFxSZxujfwGAAHOR,"b""5\xb9\xb3\xc7\xa6\x90RH2a\xbc#\x82\x1a)\r\xd0\xc5\x9d\t\xc0\x82\xdck\x9a'\xb0Ha\x06\xe4\xfc\x88^\xe3~\x8f~\x049""",DES
cat banana gorilla cat apple dog,ZFxSZxujfwGAAHOR,b'N\xc72[9\xba\x07\xdfD\xbfb3M\r\xbd\xa0\x9b\x7f\x07\xd5O\x8e8G\xe9y4Eg\xa0\x8a\xec',ARC4
jaguar banana apple jaguar gorilla apple horse,PEJynCZLmVCeTlFf,b'\xa0\xb0\x04\xb6\xce\x08\x1c3+/rj\xae\x08\xe6g\xee\xcc\xe7\xad\xae\xd6\x0b$\xeb\x003\xaf_L\xadp\xba\xc6v2\xf2\xa2\xb0%\x91\x8a-V\xce\x14Wz',AES
jaguar banana apple jaguar gorilla apple horse,PEJynCZLmVCeTlFf,b'\xd9\xfd\xda\xbd\x8f5;\xfcEUf\xa5xi(\xcd\xc3\x1d\x8f\xf3Y\xe8r\xe5\x15\r\x89#\x12\x8ct\x00\x82\x0f\xeb\xea \xf1\xd1\xe9\x8e8\x10\x11\xbfa=\xa0',DES
jaguar banana apple jaguar gorilla apple horse,PEJynCZLmVCeTlFf,b'\x92\x0cF%4\x957L\x96\xab\xd5\xb9\x9b\xac\xba\x03\xa0\xc0(\x92\x0f\x8e\x1d\xbf\r\xf6\x1f\xe8\xa7\x98\x86\xc9~5\x90\xe9\xf7\x1b\xc9b\x05nE\r\x9d\x9c',ARC4
horse iguana horse,OrEleuvTwOKrKlcO,b'\x17#\xba\xd2\r\x93\xbd\x9d\xa4\xbc\xb3\x83\xce\xa93\x9b\x88\xee\x98\x8e\xff\xe1\xa1\xa5\x86>\xb8S\xd6\x9cb9',AES
horse iguana horse,OrEleuvTwOKrKlcO,b'\x10Qq\x02]\xf91\x0b\x1f\xf7\x9d\x84v\xa0\r\xb0-\xe9\xffl\x1e\xd8-\xe7',DES
horse iguana horse,OrEleuvTwOKrKlcO,b'm)\xb24\xaa\xc1d\xeek>R\xae\xbc}c\xf77b',ARC4
elephant elephant iguana cat iguana elephant elephant,eNMNTQsfobfphuFB,b')\xd4u\xd6\r9\xd4\x90\xb6\xea]\xa8\xb5\x979%\x8baN\xcc\x91\xb7\x03Fd\xff\xbd\x90\xcc_a^\x0e}\xac\xb8\xc3\x08\xb2H\xd6\x9fn\x8a\x18q\x0fE\xf1N\x12V\xe0Q\x8a\xe7Z\xac\x0f\x115\xefw\x05',AES
elephant elephant iguana cat iguana elephant elephant,eNMNTQsfobfphuFB,b'\x04;To@\x94\xaa\xa1\x15\xda\x00\x14_\xf6\x9b\xa0>\x85n\xbc\xe2%\x12tDV\x12\nc\xdfg*\xb5\xc0\x02\xe2M\x0e&!\x90l\xd1\xf8\xd9\x9a\xa1)\x138\x9dh\xda\xfe\xe5J',DES
elephant elephant iguana cat iguana elephant elephant,eNMNTQsfobfphuFB,b'H\xa2\xf7\xaa\xbd}u\xf5\x187\x90\xbb\xb0\x9b\xe98;\xa2\xe0+\xc2\x87\xa1\xabP\xb9V\x02U\x19\x15\xac\xf4\xe6\x02^\xc2\\\xb7\xec\xf4`\x9c\x9cg7\xed[\x1d\x88\xf4\xfc\xf5',ARC4
apple fox elephant apple elephant banana,IhFKwOhDjccWsanE,"b""\xef'\xfdP\xb3\xd4\x14\x1d+\x8b&\x89S\xcaQ.>\x10ljAZ\xc1\xecE\xd2(c\xb5\x95\xb0\x16\x19\x8a\xd6=\xa7\x93\x18\x83a#1\xc4B\x08\x9cZ""",AES
apple fox elephant apple elephant banana,IhFKwOhDjccWsanE,"b'\x1e\xda$/\xb6#\x0f\x12\t\xd8\x04\xe1\x0c,\xed\xc6\x9e$\x9bZW\xe8m\x90,\xa2\xa6\xa0""\xee}\x85\xdcc\x900\xa1\xb3\x82\xacF\xa0Q\x18\xbdEm\xd0'",DES
apple fox elephant apple elephant banana,IhFKwOhDjccWsanE,b'\x06\xb6\x15j\xact)\xf50x\xa6\xcb\xf7\xb9\xab\x90\x16\x1e$|-\xa0\x91x\xddv\x9c\xcd\x81\x87\xa8\xb1\x10\xac\x85\rZ\xa6\xf8M',ARC4
fox cat fox elephant fox banana iguana,SHFtFHMHCMafEZWW,b'E\xbc\xe0X\xe9\n\x04\x0e\x19\xee@\xf9\xfa\x13q\xd2\xf7\xdc\xc2\xca\x88?D\x81\x84\xf0\xe5\xcc^\x86\x9b\x81#\xa2r\x80\x04\xfe\xfbq\xf5\xa0\x06mK\x07o\xbf',AES
fox cat fox elephant fox banana iguana,SHFtFHMHCMafEZWW,b'\xeb\xe9\xb5D\xe0f\x94\xf9\xc0.\x17[mE:~\xc0\xce\x96\n\xd9j\xdb\x1e\x9a\xf8k.h\xa6\x89\xeb\t\x80\x9dW\x13 \x9d\xbe',DES
fox cat fox elephant fox banana iguana,SHFtFHMHCMafEZWW,b'\x04\x02Z\xddC\xdd\x92\x1e\xdc\x91d\xcbF\xe0y\x87\xda\xf7\x08_\xb5\xfe\x94\xd2m\x82p\xf4\x87\x04\xd3\xdd;\x80\xdf\xcf\x0b\xf7',ARC4
dog horse cat horse elephant dog,mkSebemlnVFeNqSF,b'U\xea\xaa+\x98\xea\x7f\x10+\x89q)$\xef\xa3\x00\x9a/\x0e\xa1\xf23\xea\xc6\x8c\x85\xf8\xcc\xb5\x9e\xd7\xcc\xcb\xaa\x0f\xb7\x80\x84\x90\x88\xaa\xe7\xed\x86\xf7\xd3\xccx',AES
dog horse cat horse elephant dog,mkSebemlnVFeNqSF,b'\xab\xc47\xc3\xb91\x860\x8ef*\x8b@\xac\xcbe\x024\xe3\xad\x93\xd4F\xbc\x1e\\\x8cO\xa9\x9a \x0c\xab\xe4\np`\xce_R',DES
dog horse cat horse elephant dog,mkSebemlnVFeNqSF,b'\xca\xbb\\Y\xe9\xb5\xa6\xab\xfa-I\xd7T\xf3Z\xa1%(\xf6z\x9f\x06L\xdf\x9f\x9dL\xfe\x8c?\r\x8e',ARC4
dog gorilla horse,HxlBjqZXKaCWEfPp,b'\x14\x852\xe7\xad\xb3D(\xdd\x81\xa6\x1a\xf6\xa0F\x8d\xcf\x94w7\x1eh\xc54F\n\xef\xd9K\x14\x0c\xaa',AES
